force,pressure,position,setpoint,control,temp1,temp2,temp3,temp4,time_
667.26,24.91,0.003,185.98,185.98,10.25,11.312,9.438,8.812,33.87454
667.12,24.9,0.003,186.0,186.0,10.25,11.312,9.438,8.812,33.90177
667.63,24.92,0.003,186.02,186.02,10.25,11.312,9.438,8.812,33.929
668.12,24.94,0.00297,186.04,186.04,10.25,11.312,9.438,8.812,33.95623
669.62,25.0,0.00247,186.06,186.06,10.25,11.312,9.438,8.812,33.98346
669.37,24.99,0.00304,186.08,186.08,10.25,11.312,9.438,8.812,34.01069
669.88,25.0,0.003,186.1,186.1,10.25,11.312,9.438,8.875,34.03792
670.63,25.03,0.00072,186.12,186.12,10.25,11.312,9.438,8.875,34.06515
670.26,25.02,0.003,186.14,186.14,10.25,11.312,9.438,8.875,34.09238
671.87,25.08,0.00304,186.16,186.16,10.25,11.312,9.438,8.875,34.11961
671.49,25.07,0.00293,186.18,186.18,10.25,10.938,9.438,8.875,34.14684
672.62,25.11,0.00304,186.2,186.2,10.25,10.938,9.438,8.875,34.17407
672.24,25.09,0.003,186.22,186.22,10.3125,10.938,9.438,8.875,34.20129
674.36,25.17,0.00297,186.24,186.24,10.3125,10.938,9.438,8.875,34.22852
674.87,25.19,0.00308,186.26,186.26,10.3125,10.938,9.438,8.875,34.25575
674.63,25.18,0.0024,186.28,186.28,10.3125,10.938,9.438,8.875,34.28298
675.0,25.2,0.00308,186.3,186.3,10.3125,10.938,9.438,8.875,34.31021
677.25,25.28,0.00308,186.32,186.32,10.3125,10.938,9.438,8.875,34.33744
675.11,25.2,0.00205,186.34,186.34,10.3125,10.938,9.438,8.812,34.36467
678.48,25.33,0.00308,186.36,186.36,10.3125,10.938,9.438,8.812,34.3919
677.36,25.28,0.00308,186.38,186.38,10.3125,10.938,9.438,8.812,34.41913
679.23,25.35,0.00312,186.4,186.4,10.3125,10.938,9.438,8.812,34.4464
677.12,25.27,0.00312,186.42,186.42,10.3125,11.312,9.438,8.812,34.47363
679.23,25.35,0.003,186.44,186.44,10.3125,11.312,9.438,8.812,34.50086
678.48,25.33,0.00316,186.46,186.46,10.25,11.312,9.438,8.812,34.52875
679.98,25.38,0.00312,186.48,186.48,10.25,11.312,9.438,8.812,34.55598
680.12,25.39,0.00297,186.5,186.5,10.25,11.312,9.438,8.812,34.58349
681.24,25.43,0.00217,186.52,186.52,10.25,11.312,9.438,8.812,34.61072
679.98,25.38,0.00308,186.54,186.54,10.25,11.312,9.438,8.812,34.64196
682.98,25.49,0.00308,186.56,186.56,10.25,11.312,9.438,8.812,34.66919
681.86,25.45,0.00278,186.58,186.58,10.25,11.312,9.438,8.812,34.69642
682.88,25.49,0.00308,186.6,186.6,10.25,11.312,9.438,8.812,34.72365
683.12,25.5,0.00285,186.62,186.62,10.25,11.312,9.438,8.812,34.75088
683.12,25.5,0.00312,186.64,186.64,10.25,11.312,9.438,8.812,34.77811
687.11,25.65,0.00015,184.66,184.66,10.25,11.25,9.438,8.812,35.1654
689.49,25.74,0.00316,184.68,184.68,10.25,11.25,9.438,8.812,35.19263
688.74,25.71,0.00319,184.7,184.7,10.25,11.25,9.438,8.812,35.21986
688.1,25.68,0.00266,184.72,184.72,10.25,11.25,9.438,8.812,35.24709
687.24,25.65,0.00312,184.74,184.74,10.25,11.25,9.438,8.812,35.27432
688.24,25.69,0.00319,184.76,184.76,10.25,11.25,9.438,8.812,35.30155
689.36,25.73,0.00319,184.78,184.78,10.25,11.25,9.438,8.812,35.32878
688.37,25.7,0.00312,184.8,184.8,10.25,11.25,9.438,8.875,35.35601
689.87,25.75,0.00289,184.82,184.82,10.25,11.25,9.438,8.875,35.38323
689.6,25.74,0.00316,184.84,184.84,10.25,11.25,9.438,8.875,35.41046
688.61,25.7,0.00316,184.86,184.86,10.25,11.25,9.438,8.875,35.43769
689.98,25.75,0.00087,184.88,184.88,10.25,11.25,9.375,8.875,35.46492
689.98,25.75,0.00319,184.9,184.9,10.25,11.312,9.375,8.875,35.49215
690.24,25.77,0.00316,184.92,184.92,10.25,11.312,9.375,8.875,35.51938
689.98,25.75,0.00255,184.94,184.94,10.25,11.312,9.375,8.875,35.54661
691.74,25.82,0.00316,184.96,184.96,10.25,11.312,9.375,8.875,35.57384
693.62,25.89,0.00316,184.98,184.98,10.25,11.312,9.375,8.875,35.6018
692.74,25.86,0.00209,185.0,185.0,10.25,11.312,9.375,8.875,35.62903
692.74,25.86,0.00316,185.02,185.02,10.25,11.312,9.375,8.875,35.65932
694.37,25.92,0.00319,185.04,185.04,10.25,11.312,9.375,9.188,35.68732
694.24,25.91,0.00316,185.06,185.06,10.25,11.312,9.375,9.188,35.71455
693.86,25.9,0.00316,185.08,185.08,10.25,11.312,9.375,9.188,35.74196
694.61,25.93,0.00316,185.1,185.1,10.25,11.312,9.375,9.188,35.76919
695.74,25.97,0.00304,185.12,185.12,10.25,11.312,9.438,9.188,35.79642
695.36,25.96,0.00316,185.14,185.14,10.25,11.312,9.438,9.188,35.82545
696.11,25.98,0.00316,185.16,185.16,10.25,11.312,9.438,9.188,35.85542
697.61,26.04,0.00312,185.18,185.18,10.25,11.312,9.438,9.188,35.88265
697.48,26.04,0.00316,185.2,185.2,10.25,11.312,9.438,9.188,35.91535
697.24,26.03,0.00316,185.22,185.22,10.25,11.312,9.438,9.188,35.94258
698.47,26.07,0.00319,185.24,185.24,10.25,11.312,9.438,9.188,35.96981
698.74,26.08,0.00308,185.26,185.26,10.25,11.312,9.438,9.188,35.99704
698.6,26.08,0.00312,185.28,185.28,10.25,11.312,9.438,8.812,36.02427
699.49,26.11,0.00312,185.3,185.3,10.25,11.312,9.438,8.812,36.0515
698.98,26.09,0.00319,185.32,185.32,10.25,11.312,9.438,8.812,36.07873
701.23,26.18,0.00319,185.34,185.34,10.25,11.312,9.438,8.812,36.10596
701.6,26.19,0.00316,185.36,185.36,10.25,11.312,9.375,8.812,36.13319
701.36,26.18,0.00323,185.38,185.38,10.25,10.875,9.375,8.812,36.16042
702.11,26.21,0.00316,185.4,185.4,10.25,10.875,9.375,8.812,36.18765
703.85,26.27,0.00152,185.42,185.42,10.25,10.875,9.375,8.812,36.21487
703.99,26.28,0.00319,185.44,185.44,10.25,10.875,9.375,8.812,36.24211
705.73,26.34,0.00319,185.46,185.46,10.25,10.875,9.375,8.812,36.26934
704.36,26.29,0.00304,185.48,185.48,10.25,10.875,9.375,8.812,36.29657
706.72,26.38,0.00323,185.5,185.5,10.25,10.875,9.375,8.812,36.3238
704.84,26.31,0.00308,185.52,185.52,10.25,10.875,9.375,8.812,36.35103
706.72,26.38,0.00327,185.54,185.54,10.25,10.875,9.375,8.812,36.37826
707.23,26.4,0.00319,185.56,185.56,10.25,10.875,9.375,8.812,36.40549
708.35,26.44,0.00319,185.58,185.58,10.25,10.875,9.375,8.812,36.43272
708.35,26.44,0.00118,185.6,185.6,10.25,10.875,9.062,8.812,36.46071
709.72,26.49,0.00319,185.62,185.62,10.25,10.938,9.062,8.812,36.49132
710.47,26.52,0.00232,185.64,185.64,10.25,10.938,9.062,8.812,36.51855
709.96,26.5,0.00319,185.66,185.66,10.25,10.938,9.062,8.812,36.54578
710.34,26.52,0.00319,185.68,185.68,10.25,10.938,9.062,8.812,36.57301
711.35,26.55,0.00323,185.7,185.7,10.25,10.938,9.062,8.812,36.60262
710.98,26.54,0.00285,185.72,185.72,10.25,10.938,9.062,8.812,36.62985
711.84,26.57,0.00323,185.74,185.74,10.25,10.938,9.062,8.812,36.65708
712.72,26.6,0.00319,185.76,185.76,10.25,10.938,9.062,8.812,36.68431
712.72,26.6,0.00327,185.78,185.78,10.25,10.938,9.062,8.812,36.7153
713.47,26.63,0.00316,185.8,185.8,10.25,10.938,9.062,8.812,36.74253
714.09,26.66,0.00331,185.82,185.82,10.25,10.938,9.062,8.812,36.7713
713.34,26.63,0.00323,185.84,185.84,10.25,10.875,9.438,8.812,36.79853
714.6,26.67,0.00335,185.86,185.86,10.25,10.875,9.438,8.812,36.82576
715.21,26.7,0.00323,185.88,185.88,10.25,10.875,9.438,8.812,36.85299
714.84,26.68,0.00255,185.9,185.9,10.25,10.875,9.438,8.812,36.88022
714.84,26.68,0.00323,185.92,185.92,10.25,10.875,9.438,8.812,36.90745
715.59,26.71,0.00323,185.94,185.94,10.25,10.875,9.438,8.812,36.93468
715.48,26.71,0.00319,185.96,185.96,10.25,10.875,9.438,8.812,36.96191
716.47,26.74,0.00327,185.98,185.98,10.25,10.875,9.438,8.875,36.99123
717.6,26.79,0.00323,186.0,186.0,10.25,10.875,9.438,8.875,37.0203
717.97,26.8,0.00243,186.02,186.02,10.25,10.875,9.438,8.875,37.04886
716.23,26.73,0.00331,186.04,186.04,10.25,10.875,9.438,8.875,37.07609
718.59,26.82,0.00327,186.06,186.06,10.25,10.875,9.438,8.875,37.10332
717.97,26.8,0.00327,186.08,186.08,10.25,11.312,9.438,8.875,37.13055
720.36,26.89,0.00331,186.1,186.1,10.25,11.312,9.438,8.875,37.15951
721.72,26.94,0.00331,186.12,186.12,10.25,11.312,9.438,8.875,37.18674
720.73,26.9,0.00266,186.14,186.14,10.25,11.312,9.438,8.875,37.21397
720.46,26.89,0.00331,186.16,186.16,10.25,11.312,9.438,8.875,37.24215
721.59,26.93,0.00327,186.18,186.18,10.25,11.312,9.438,8.875,37.26939
722.23,26.96,0.00327,186.2,186.2,10.25,11.312,9.438,8.875,37.29938
721.21,26.92,0.00323,186.22,186.22,10.25,11.312,9.438,8.875,37.32661
723.84,27.02,0.00331,186.24,186.24,10.25,11.312,9.438,8.875,37.35384
724.46,27.04,0.00327,186.26,186.26,10.25,11.312,9.438,8.875,37.38107
725.21,27.07,0.00312,186.28,186.28,10.25,11.312,9.438,8.875,37.4083
726.46,27.12,0.00331,186.3,186.3,10.25,11.312,9.438,8.875,37.44045
724.59,27.05,0.00308,186.32,186.32,10.25,11.312,9.438,8.875,37.46768
726.46,27.12,0.00171,186.34,186.34,10.25,11.312,9.438,8.875,37.49491
727.46,27.15,0.00331,186.36,186.36,10.25,11.312,9.438,8.875,37.52331
727.21,27.14,0.00331,186.38,186.38,10.25,11.312,9.438,8.875,37.55161
727.08,27.14,0.00335,186.4,186.4,10.25,11.312,9.438,8.875,37.57936
728.1,27.18,0.00327,186.42,186.42,10.25,11.312,9.438,8.875,37.60659
729.22,27.22,0.00342,186.44,186.44,10.25,11.312,9.438,8.812,37.63702
728.1,27.18,0.00323,186.46,186.46,10.25,11.312,9.438,8.812,37.66774
731.1,27.29,0.00335,186.48,186.48,10.25,11.312,9.438,8.812,37.69497
730.72,27.28,0.00338,186.5,186.5,10.25,11.312,9.438,8.812,37.72339
730.59,27.27,0.00342,186.52,186.52,10.25,11.312,9.438,8.812,37.75133
732.33,27.34,0.00297,186.54,186.54,10.25,11.312,9.438,8.812,37.77993
731.1,27.29,0.00323,186.56,186.56,10.25,10.938,9.438,8.812,37.80716
732.97,27.36,0.00319,186.58,186.58,10.25,10.938,9.438,8.812,37.83439
733.59,27.38,0.00335,186.6,186.6,10.25,10.938,9.438,8.812,37.86162
733.46,27.38,0.00335,186.62,186.62,10.25,10.938,9.438,8.812,37.88929
735.09,27.44,0.00331,186.64,186.64,10.25,10.938,9.438,8.812,37.91856
735.47,27.45,0.00335,184.66,184.66,10.25,10.938,9.438,8.75,37.99084
738.57,27.57,0.00338,184.68,184.68,10.25,10.938,9.438,8.75,38.06759
739.32,27.6,0.00338,184.7,184.7,10.25,10.938,9.438,8.75,38.09568
739.59,27.61,0.00338,184.72,184.72,10.25,11.25,9.438,8.75,38.13254
741.47,27.68,0.00335,184.74,184.74,10.25,11.25,9.438,8.75,38.18619
740.96,27.66,0.00331,184.76,184.76,10.25,11.25,9.438,8.75,38.2139
740.96,27.66,0.00335,184.78,184.78,10.25,11.25,9.438,8.75,38.25249
740.72,27.65,0.00312,184.8,184.8,10.25,11.25,9.438,8.75,38.27972
743.07,27.74,0.00338,184.82,184.82,10.25,11.25,9.438,8.75,38.30695
741.47,27.68,0.00342,184.84,184.84,10.25,11.25,9.438,8.75,38.33599
742.08,27.7,0.00342,184.86,184.86,10.25,11.25,9.438,8.75,38.36322
740.82,27.65,0.00327,184.88,184.88,10.25,11.25,9.438,8.75,38.39726
743.45,27.75,0.00338,184.9,184.9,10.25,11.25,9.438,8.75,38.42731
742.97,27.73,0.00338,184.92,184.92,10.25,11.25,9.438,8.75,38.45454
742.83,27.73,0.00156,184.94,184.94,10.25,10.938,9.438,8.75,38.48177
744.95,27.81,0.00342,184.96,184.96,10.25,10.938,9.438,8.75,38.509
743.21,27.74,0.00338,184.98,184.98,10.25,10.938,9.438,8.75,38.53623
744.95,27.81,0.00251,185.0,185.0,10.25,10.938,9.438,8.75,38.56346
747.47,27.9,0.00281,185.02,185.02,10.25,10.938,9.438,8.75,38.59653
747.33,27.9,0.00342,185.04,185.04,10.25,10.938,9.438,9.188,38.62713
745.7,27.84,0.00338,185.06,185.06,10.25,10.938,9.438,9.188,38.65436
749.08,27.96,0.00335,185.08,185.08,10.25,10.938,9.438,9.188,38.68159
746.96,27.88,0.00346,185.1,185.1,10.25,10.938,9.438,9.188,38.70882
749.21,27.97,0.00342,185.12,185.12,10.25,10.938,9.438,9.188,38.73605
749.08,27.96,0.00289,185.14,185.14,10.25,10.938,9.438,9.188,38.76328
750.2,28.0,0.00338,185.16,185.16,10.25,10.938,9.438,9.188,38.79051
749.69,27.98,0.00335,185.18,185.18,10.25,11.25,9.438,9.188,38.81773
750.33,28.01,0.00342,185.2,185.2,10.25,11.25,9.438,9.188,38.84496
752.69,28.1,0.00342,185.22,185.22,10.25,11.25,9.438,9.188,38.87219
750.82,28.03,0.00224,185.24,185.24,10.25,11.25,9.438,9.188,38.89942
753.07,28.11,0.00342,185.26,185.26,10.25,11.25,9.438,9.188,38.92665
753.58,28.13,0.00342,185.28,185.28,10.25,11.25,9.438,8.812,38.95421
754.19,28.15,0.00236,185.3,185.3,10.25,11.25,9.438,8.812,38.98144
753.44,28.12,0.00346,185.32,185.32,10.25,11.25,9.438,8.812,39.00867
754.57,28.17,0.00346,185.34,185.34,10.25,11.25,9.438,8.812,39.03592
755.59,28.2,0.003,185.36,185.36,10.25,11.25,9.438,8.812,39.06315
757.46,28.27,0.00338,185.38,185.38,10.25,11.25,9.438,8.812,39.09038
756.44,28.24,0.00342,185.4,185.4,10.25,11.312,9.438,8.812,39.11761
757.7,28.28,0.00346,185.42,185.42,10.25,11.312,9.438,8.812,39.14484
758.45,28.31,0.00346,185.44,185.44,10.25,11.312,9.438,8.812,39.17207
760.19,28.38,0.00141,185.46,185.46,10.25,11.312,9.438,8.812,39.19937
760.57,28.39,0.00346,185.48,185.48,10.25,11.312,9.438,8.812,39.2266
761.32,28.42,0.0035,185.5,185.5,10.25,11.312,9.438,8.812,39.25383
760.7,28.39,0.00289,185.52,185.52,10.25,11.312,9.438,8.812,39.28106
762.2,28.45,0.00346,185.54,185.54,10.25,11.312,9.438,8.812,39.30829
760.84,28.4,0.00338,185.56,185.56,10.25,11.312,9.438,8.812,39.33552
763.33,28.49,0.00346,185.58,185.58,10.25,11.312,9.438,8.812,39.36275
761.45,28.42,0.00346,185.6,185.6,10.25,11.312,9.438,8.812,39.38998
764.18,28.52,0.0035,185.62,185.62,10.25,11.312,9.438,8.812,39.41721
765.44,28.57,0.00236,185.64,185.64,10.25,11.312,9.375,8.812,39.44615
764.83,28.55,0.00346,185.66,185.66,10.25,11.25,9.375,8.812,39.47338
764.93,28.55,0.00323,185.68,185.68,10.25,11.25,9.375,8.812,39.50061
765.58,28.58,0.0035,185.7,185.7,10.25,11.25,9.375,8.812,39.52784
765.31,28.57,0.00346,185.72,185.72,10.3125,11.25,9.375,8.812,39.55507
767.19,28.64,0.00331,185.74,185.74,10.3125,11.25,9.375,8.812,39.5823
768.58,28.69,0.0035,185.76,185.76,10.3125,11.25,9.375,8.812,39.60953
767.08,28.63,0.00346,185.78,185.78,10.3125,11.25,9.375,8.812,39.63676
768.44,28.68,0.00281,185.8,185.8,10.3125,11.25,9.375,8.812,39.66643
769.19,28.71,0.00194,185.82,185.82,10.3125,11.25,9.375,8.812,39.69537
768.58,28.69,0.00346,185.84,185.84,10.3125,11.25,9.375,8.812,39.7226
770.08,28.75,0.00217,185.86,185.86,10.3125,11.25,9.375,8.812,39.74983
770.19,28.75,0.00342,185.88,185.88,10.3125,11.25,9.438,8.812,39.77856
769.94,28.74,0.0035,185.9,185.9,10.3125,11.312,9.438,8.812,39.80579
769.7,28.73,0.00331,185.92,185.92,10.3125,11.312,9.438,8.812,39.83313
772.19,28.82,0.0035,185.94,185.94,10.3125,11.312,9.438,8.812,39.86036
770.08,28.75,0.00346,185.96,185.96,10.25,11.312,9.438,8.812,39.88759
772.44,28.83,0.00164,185.98,185.98,10.25,11.312,9.438,8.812,39.91482
772.19,28.82,0.00354,186.0,186.0,10.25,11.312,9.438,8.812,39.94205
773.94,28.89,0.00354,186.02,186.02,10.25,11.312,9.438,8.812,39.96928
772.57,28.84,0.00259,186.04,186.04,10.25,11.312,9.438,8.812,39.99651
774.31,28.9,0.0035,186.06,186.06,10.25,11.312,9.438,8.812,40.02374
774.18,28.9,0.00342,186.08,186.08,10.25,11.312,9.438,8.812,40.05097
776.56,28.99,0.00342,186.1,186.1,10.25,11.312,9.438,8.812,40.0782
777.07,29.01,0.00346,186.12,186.12,10.25,11.312,9.438,8.812,40.10543
777.07,29.01,0.00179,186.14,186.14,10.25,10.938,9.438,8.812,40.13266
776.94,29.0,0.0035,186.16,186.16,10.25,10.938,9.438,8.812,40.15989
778.95,29.08,0.0035,186.18,186.18,10.25,10.938,9.438,8.812,40.18712
777.55,29.02,0.003,186.2,186.2,10.25,10.938,9.438,8.812,40.21435
779.56,29.1,0.00354,186.22,186.22,10.25,10.938,9.438,8.812,40.24158
776.94,29.0,0.0035,186.24,186.24,10.25,10.938,9.438,8.812,40.26881
779.32,29.09,0.0035,186.26,186.26,10.25,10.938,9.438,8.812,40.29603
779.8,29.11,0.00357,186.28,186.28,10.25,10.938,9.438,8.812,40.3235
781.3,29.16,0.00308,186.3,186.3,10.25,10.938,9.438,8.812,40.35073
780.07,29.12,0.0016,186.32,186.32,10.25,10.938,9.438,8.812,40.37882
782.43,29.21,0.0035,186.34,186.34,10.25,10.938,9.438,8.812,40.40605
780.93,29.15,0.00316,186.36,186.36,10.25,10.938,9.438,8.812,40.43328
782.94,29.23,0.00357,186.38,186.38,10.25,11.312,9.438,8.812,40.46051
783.93,29.26,0.00357,186.4,186.4,10.25,11.312,9.438,8.812,40.48885
784.68,29.29,0.00308,186.42,186.42,10.25,11.312,9.438,8.812,40.51608
784.06,29.27,0.00365,186.44,186.44,10.25,11.312,9.438,8.812,40.54331
786.18,29.35,0.00361,186.46,186.46,10.25,11.312,9.438,8.812,40.57054
785.19,29.31,0.00183,186.48,186.48,10.25,11.312,9.438,9.125,40.59866
785.94,29.34,0.00354,186.5,186.5,10.25,11.312,9.438,9.125,40.62589
787.81,29.41,0.00361,186.52,186.52,10.25,11.312,9.438,9.125,40.65311
787.17,29.38,0.00319,186.54,186.54,10.25,11.312,9.438,9.125,40.68034
787.68,29.4,0.00357,186.56,186.56,10.25,11.312,9.438,9.125,40.70757
789.69,29.48,0.00342,186.58,186.58,10.25,11.312,9.438,9.125,40.7348
789.8,29.48,0.00354,186.6,186.6,10.25,11.312,9.438,9.125,40.76236
789.8,29.48,0.00361,186.62,186.62,10.25,11.312,9.438,9.125,40.78959
789.8,29.48,0.00312,186.64,186.64,10.25,11.312,9.438,9.125,40.81682
798.05,29.79,0.00357,184.66,184.66,10.25,11.312,9.438,9.188,41.34183
796.44,29.73,0.00361,184.68,184.68,10.25,11.312,9.438,9.188,41.37353
797.3,29.76,0.00369,184.7,184.7,10.25,11.312,9.438,9.188,41.40076
796.44,29.73,0.00221,184.72,184.72,10.25,11.312,9.438,9.188,41.42799
796.55,29.73,0.00361,184.74,184.74,10.25,11.312,9.375,9.188,41.45522
795.31,29.69,0.00373,184.76,184.76,10.25,10.875,9.375,9.188,41.48649
796.92,29.75,0.003,184.78,184.78,10.25,10.875,9.375,9.188,41.51372
796.17,29.72,0.00373,184.8,184.8,10.25,10.875,9.375,9.188,41.54142
797.3,29.76,0.00365,184.82,184.82,10.25,10.875,9.375,9.188,41.56865
796.81,29.74,0.00274,184.84,184.84,10.25,10.875,9.375,8.75,41.59864
797.3,29.76,0.0027,184.86,184.86,10.25,10.875,9.375,8.75,41.63184
797.3,29.76,0.00361,184.88,184.88,10.25,10.875,9.375,8.75,41.65908
795.93,29.71,0.00369,184.9,184.9,10.25,10.875,9.375,8.75,41.68631
796.68,29.74,0.00106,184.92,184.92,10.25,10.875,9.375,8.75,41.71355
798.05,29.79,0.00369,184.94,184.94,10.25,10.875,9.375,8.75,41.74078
799.17,29.83,0.00369,184.96,184.96,10.25,10.875,9.375,8.75,41.77061
797.43,29.77,0.00357,184.98,184.98,10.25,10.875,9.438,8.75,41.79784
798.69,29.81,0.00255,185.0,185.0,10.25,11.312,9.438,8.75,41.82507
799.17,29.83,0.00365,185.02,185.02,10.25,11.312,9.438,8.75,41.85508
800.06,29.86,0.00361,185.04,185.04,10.25,11.312,9.438,8.75,41.88231
800.91,29.9,0.00369,185.06,185.06,10.25,11.312,9.438,8.75,41.90954
799.82,29.86,0.00365,185.08,185.08,10.25,11.312,9.438,8.812,41.9379
800.54,29.88,0.00369,185.1,185.1,10.25,11.312,9.438,8.812,41.96514
801.42,29.91,0.00369,185.12,185.12,10.25,11.312,9.438,8.812,41.99237
801.18,29.91,0.00369,185.14,185.14,10.25,11.312,9.438,8.812,42.0196
803.43,29.99,0.00209,185.16,185.16,10.25,11.312,9.438,8.812,42.04683
804.66,30.04,0.00365,185.18,185.18,10.25,11.312,9.438,8.812,42.07406
802.55,29.96,0.0035,185.2,185.2,10.25,11.312,9.438,8.812,42.10129
803.91,30.01,0.00361,185.22,185.22,10.25,11.312,9.375,8.812,42.12878
804.56,30.03,0.00365,185.24,185.24,10.25,11.25,9.375,8.812,42.15689
805.92,30.08,0.00365,185.26,185.26,10.25,11.25,9.375,8.812,42.18411
806.67,30.11,0.00365,185.28,185.28,10.25,11.25,9.375,8.812,42.21134
807.18,30.13,0.00369,185.3,185.3,10.25,11.25,9.375,8.812,42.23857
805.68,30.07,0.00148,185.32,185.32,10.25,11.25,9.375,8.812,42.2658
808.68,30.19,0.00369,185.34,185.34,10.25,11.25,9.375,8.812,42.29303
807.42,30.14,0.00369,185.36,185.36,10.25,11.25,9.375,8.812,42.32026
809.54,30.22,0.00335,185.38,185.38,10.25,11.25,9.375,8.812,42.34749
808.42,30.18,0.00361,185.4,185.4,10.25,11.25,9.375,8.812,42.37472
810.29,30.25,0.00365,185.42,185.42,10.25,11.25,9.375,8.812,42.40195
811.04,30.27,0.00373,185.44,185.44,10.25,11.25,9.375,8.812,42.42918
813.16,30.35,0.00369,185.46,185.46,10.25,11.25,9.438,8.812,42.45641
811.17,30.28,0.00342,185.48,185.48,10.25,11.312,9.438,8.812,42.48364
813.05,30.35,0.00369,185.5,185.5,10.25,11.312,9.438,8.812,42.51087
814.04,30.39,0.00369,185.52,185.52,10.25,11.312,9.438,8.812,42.53834
814.04,30.39,0.00133,185.54,185.54,10.25,11.312,9.438,8.812,42.56557
816.16,30.46,0.00373,185.56,185.56,10.25,11.312,9.438,8.812,42.5928
816.05,30.46,0.00373,185.58,185.58,10.25,11.312,9.438,8.812,42.62003
815.41,30.44,0.00376,185.6,185.6,10.25,11.312,9.438,8.812,42.64728
818.17,30.54,0.00373,185.62,185.62,10.25,11.312,9.438,8.812,42.67451
816.29,30.47,0.00369,185.64,185.64,10.25,11.312,9.438,8.812,42.70174
818.41,30.55,0.00335,185.66,185.66,10.25,11.312,9.438,8.812,42.72906
819.05,30.57,0.00373,185.68,185.68,10.25,11.312,9.438,8.812,42.75629
820.55,30.63,0.00319,185.7,185.7,10.25,11.312,9.438,8.812,42.78394
819.43,30.59,0.00373,185.72,185.72,10.25,11.25,9.438,8.812,42.81117
820.28,30.62,0.00373,185.74,185.74,10.25,11.25,9.438,8.812,42.8384
821.17,30.65,0.0019,185.76,185.76,10.25,11.25,9.438,8.812,42.86563
821.54,30.67,0.00376,185.78,185.78,10.25,11.25,9.438,8.812,42.89286
822.29,30.69,0.0038,185.8,185.8,10.25,11.25,9.438,8.75,42.92008
823.28,30.73,0.00262,185.82,185.82,10.25,11.25,9.438,8.75,42.94731
822.91,30.72,0.00376,185.84,185.84,10.25,11.25,9.438,8.75,42.97454
824.78,30.79,0.00376,185.86,185.86,10.25,11.25,9.438,8.75,43.00234
823.66,30.75,0.00369,185.88,185.88,10.25,11.25,9.438,8.75,43.02957
825.29,30.81,0.00376,185.9,185.9,10.25,11.25,9.438,8.75,43.0568
825.29,30.81,0.00338,185.92,185.92,10.25,11.25,9.438,8.75,43.08403
827.65,30.89,0.00373,185.94,185.94,10.25,11.25,9.438,8.75,43.11165
825.67,30.82,0.0038,185.96,185.96,10.25,11.312,9.438,8.75,43.13888
827.92,30.9,0.0038,185.98,185.98,10.25,11.312,9.438,8.75,43.16665
826.53,30.85,0.00376,186.0,186.0,10.25,11.312,9.438,8.75,43.19388
829.04,30.95,0.00376,186.02,186.02,10.25,11.312,9.438,8.75,43.22111
828.16,30.91,0.00175,186.04,186.04,10.25,11.312,9.438,8.812,43.24877
829.28,30.95,0.0038,186.06,186.06,10.25,11.312,9.438,8.812,43.27601
830.03,30.98,0.00376,186.08,186.08,10.25,11.312,9.438,8.812,43.30324
829.9,30.98,0.00331,186.1,186.1,10.25,11.312,9.438,8.812,43.33048
830.28,30.99,0.0038,186.12,186.12,10.25,11.312,9.438,8.812,43.35771
832.42,31.07,0.0038,186.14,186.14,10.25,11.312,9.438,8.812,43.38494
831.29,31.03,0.0038,186.16,186.16,10.25,11.312,9.438,8.812,43.41217
832.79,31.09,0.00384,186.18,186.18,10.25,11.312,9.375,8.812,43.4394
834.54,31.15,0.00376,186.2,186.2,10.25,11.312,9.375,8.812,43.46663
834.67,31.16,0.0038,186.22,186.22,10.25,11.312,9.375,8.812,43.49729
832.79,31.09,0.0038,186.24,186.24,10.25,11.312,9.375,8.812,43.52696
835.42,31.18,0.0038,186.26,186.26,10.25,11.312,9.375,8.812,43.55419
835.29,31.18,0.00247,186.28,186.28,10.25,11.312,9.375,8.812,43.58142
835.9,31.2,0.0038,186.3,186.3,10.25,11.312,9.375,8.812,43.60865
835.53,31.19,0.00376,186.32,186.32,10.25,11.312,9.375,8.812,43.63588
837.54,31.26,0.00373,186.34,186.34,10.25,11.312,9.375,8.812,43.66311
838.77,31.31,0.0038,186.36,186.36,10.25,11.312,9.375,8.812,43.69034
838.15,31.29,0.00373,186.38,186.38,10.25,11.312,9.375,8.812,43.71756
839.04,31.32,0.00388,186.4,186.4,10.25,11.312,9.375,8.812,43.74479
840.64,31.38,0.00384,186.42,186.42,10.25,11.312,9.375,8.812,43.77202
839.41,31.33,0.00274,186.44,186.44,10.25,11.25,9.375,8.812,43.79925
840.64,31.38,0.00384,186.46,186.46,10.25,11.25,9.375,8.812,43.82648
841.02,31.39,0.00384,186.48,186.48,10.25,11.25,9.375,8.812,43.85371
841.39,31.41,0.00278,186.5,186.5,10.25,11.25,9.375,8.812,43.88095
843.16,31.47,0.00388,186.52,186.52,10.25,11.25,9.375,8.75,43.90817
843.27,31.48,0.0038,186.54,186.54,10.25,11.25,9.375,8.75,43.9354
843.64,31.49,0.00373,186.56,186.56,10.25,11.25,9.375,8.75,43.96263
843.64,31.49,0.0038,186.58,186.58,10.25,11.25,9.375,8.75,43.98986
843.78,31.5,0.00388,186.6,186.6,10.25,11.25,9.375,8.75,44.01998
