force,pressure,position,setpoint,control,temp1,temp2,temp3,temp4,time_
84.17,3.14,-0.0003,184.66,184.66,10.3125,10.938,9.438,8.812,0.0
84.31,3.15,0.00099,184.68,184.68,10.3125,10.938,9.438,8.812,0.02724
83.8,3.13,0.00103,184.7,184.7,10.3125,11.312,9.438,8.812,0.05447
84.17,3.14,-0.00437,184.72,184.72,10.3125,11.312,9.438,8.812,0.08169
83.18,3.1,0.00099,184.74,184.74,10.3125,11.312,9.438,8.812,0.10892
84.68,3.16,0.00095,184.76,184.76,10.3125,11.312,9.375,8.812,0.13615
84.17,3.14,0.00141,184.78,184.78,10.3125,11.312,9.375,8.812,0.16338
83.69,3.12,0.00103,184.8,184.8,10.3125,11.312,9.375,8.812,0.19061
83.42,3.11,0.00099,184.82,184.82,10.3125,11.312,9.375,8.812,0.21784
84.68,3.16,0.00103,184.84,184.84,10.3125,11.312,9.375,8.812,0.24506
84.44,3.15,0.00099,184.86,184.86,10.3125,11.312,9.375,8.812,0.27229
84.55,3.16,-8e-05,184.88,184.88,10.3125,11.312,9.375,8.812,0.29952
84.68,3.16,0.00099,184.9,184.9,10.25,11.312,9.375,8.812,0.32675
85.43,3.19,0.00099,184.92,184.92,10.25,11.312,9.375,8.812,0.35398
83.42,3.11,-0.00034,184.94,184.94,10.25,11.312,9.375,8.812,0.38121
85.57,3.19,0.00099,184.96,184.96,10.25,11.312,9.375,8.812,0.40843
84.55,3.16,0.00099,184.98,184.98,10.25,11.312,9.375,8.812,0.43566
85.19,3.18,0.00053,185.0,185.0,10.25,11.312,9.375,8.812,0.46289
84.82,3.17,0.00095,185.02,185.02,10.25,11.312,9.375,8.812,0.49012
85.94,3.21,0.00129,185.04,185.04,10.25,11.312,9.375,8.812,0.51734
85.57,3.19,0.00099,185.06,185.06,10.25,11.312,9.375,8.812,0.54457
86.05,3.21,0.00095,185.08,185.08,10.25,11.312,9.375,8.812,0.5718
86.05,3.21,-0.00624,185.1,185.1,10.25,11.312,9.375,8.812,0.59903
87.17,3.25,0.00099,185.12,185.12,10.25,11.312,9.375,8.812,0.62625
86.69,3.24,0.00099,185.14,185.14,10.25,11.312,9.375,8.812,0.65348
87.07,3.25,0.00057,185.16,185.16,10.25,11.312,9.375,8.812,0.68071
87.68,3.27,0.00099,185.18,185.18,10.25,11.25,9.375,8.812,0.70794
87.07,3.25,0.00095,185.2,185.2,10.25,11.25,9.375,8.812,0.73517
88.3,3.3,0.00118,185.22,185.22,10.25,11.25,9.375,9.188,0.76239
88.57,3.31,0.00099,185.24,185.24,10.25,11.25,9.5,9.188,0.78962
88.67,3.31,-0.00027,185.26,185.26,10.25,11.25,9.5,9.188,0.81685
88.57,3.31,0.00099,185.28,185.28,10.25,11.25,9.5,9.188,0.84408
89.43,3.34,0.00103,185.3,185.3,10.25,11.25,9.5,9.188,0.8713
89.67,3.35,-0.00186,185.32,185.32,10.25,11.25,9.5,9.188,0.89853
89.8,3.35,0.00099,185.34,185.34,10.25,11.25,9.5,9.188,0.92576
89.8,3.35,0.00099,185.36,185.36,10.25,11.25,9.5,9.188,0.95299
91.43,3.41,0.00042,185.38,185.38,10.25,11.25,9.5,9.188,0.98022
90.04,3.36,0.00095,185.4,185.4,10.25,11.25,9.5,9.188,1.00744
90.79,3.39,0.00091,185.42,185.42,10.25,11.25,9.5,9.188,1.03467
91.06,3.4,0.00099,185.44,185.44,10.25,11.25,9.5,9.188,1.0619
91.43,3.41,0.00099,185.46,185.46,10.25,11.25,9.5,8.875,1.08913
90.68,3.38,0.00053,185.48,185.48,10.25,11.25,9.375,8.875,1.11635
92.29,3.44,0.00099,185.5,185.5,10.25,11.25,9.375,8.875,1.14358
91.92,3.43,0.00099,185.52,185.52,10.25,11.25,9.375,8.875,1.17081
93.79,3.5,-0.0016,185.54,185.54,10.25,11.25,9.375,8.875,1.19804
92.29,3.44,0.00099,185.56,185.56,10.25,11.25,9.375,8.875,1.22527
93.42,3.49,0.00091,185.58,185.58,10.25,11.25,9.375,8.875,1.25249
93.31,3.48,0.00053,185.6,185.6,10.25,11.25,9.375,8.875,1.27972
93.55,3.49,0.00103,185.62,185.62,10.25,11.25,9.375,8.875,1.30695
93.68,3.5,0.00038,185.64,185.64,10.25,11.25,9.375,8.875,1.33418
93.79,3.5,0.00091,185.66,185.66,10.25,10.938,9.375,8.875,1.3614
93.79,3.5,0.00095,185.68,185.68,10.25,10.938,9.375,8.875,1.38863
95.29,3.56,-0.00122,185.7,185.7,10.25,10.938,9.375,8.875,1.41586
94.81,3.54,0.00103,185.72,185.72,10.25,10.938,9.438,8.875,1.44309
94.68,3.53,0.00103,185.74,185.74,10.25,10.938,9.438,8.875,1.47031
94.92,3.54,-0.00076,185.76,185.76,10.25,10.938,9.438,8.875,1.49754
96.31,3.6,0.00103,185.78,185.78,10.25,10.938,9.438,8.875,1.52477
95.67,3.57,0.00095,185.8,185.8,10.25,10.938,9.438,8.875,1.552
95.93,3.58,0.00103,185.82,185.82,10.25,10.938,9.438,8.875,1.57923
96.79,3.61,0.00091,185.84,185.84,10.25,10.938,9.438,8.875,1.60645
95.8,3.58,0.00087,185.86,185.86,10.25,10.938,9.438,8.875,1.63368
97.17,3.63,0.00095,185.88,185.88,10.25,10.938,9.438,8.875,1.66091
97.68,3.65,0.00095,185.9,185.9,10.25,11.25,9.438,8.875,1.68814
98.05,3.66,-0.00882,185.92,185.92,10.25,11.25,9.438,8.875,1.71536
97.3,3.63,0.00099,185.94,185.94,10.25,11.25,9.438,8.812,1.74259
98.67,3.68,0.00095,185.96,185.96,10.25,11.25,9.438,8.812,1.76982
98.8,3.69,0.00038,185.98,185.98,10.25,11.25,9.438,8.812,1.79705
98.56,3.68,0.00091,186.0,186.0,10.25,11.25,9.438,8.812,1.82428
98.43,3.67,0.00095,186.02,186.02,10.25,11.25,9.438,8.812,1.8515
100.06,3.73,0.00099,186.04,186.04,10.25,11.25,9.438,8.812,1.87873
98.8,3.69,0.00095,186.06,186.06,10.25,11.25,9.438,8.812,1.90596
99.93,3.73,0.00046,186.08,186.08,10.25,11.25,9.438,8.812,1.93319
100.17,3.74,0.00095,186.1,186.1,10.25,11.25,9.438,8.812,1.96041
101.29,3.78,0.00095,186.12,186.12,10.3125,11.25,9.438,8.812,1.98764
99.69,3.72,-0.00106,186.14,186.14,10.3125,11.312,9.438,8.812,2.01487
101.43,3.79,0.00099,186.16,186.16,10.3125,11.312,9.438,8.812,2.0421
101.19,3.78,0.00099,186.18,186.18,10.3125,11.312,9.438,8.812,2.06932
101.67,3.79,0.00049,186.2,186.2,10.3125,11.312,9.375,8.812,2.09655
101.29,3.78,0.00091,186.22,186.22,10.3125,11.312,9.375,8.812,2.12378
102.66,3.83,0.0008,186.24,186.24,10.3125,11.312,9.375,8.812,2.15101
101.56,3.79,0.00099,186.26,186.26,10.3125,11.312,9.375,8.812,2.17823
102.55,3.83,0.00095,186.28,186.28,10.3125,11.312,9.375,8.812,2.20546
102.93,3.84,-0.00365,186.3,186.3,10.3125,11.312,9.375,8.812,2.23269
102.66,3.83,0.00103,186.32,186.32,10.3125,11.312,9.375,8.812,2.25992
103.17,3.85,0.00095,186.34,186.34,10.3125,11.312,9.375,8.812,2.28714
104.16,3.89,-0.00072,186.36,186.36,10.25,11.312,9.375,8.812,2.31437
104.43,3.9,0.00099,186.38,186.38,10.25,10.875,9.375,8.812,2.3416
104.16,3.89,0.00099,186.4,186.4,10.25,10.875,9.375,8.812,2.36883
105.18,3.93,0.00103,186.42,186.42,10.25,10.875,9.375,8.812,2.39605
105.55,3.94,0.00099,186.44,186.44,10.25,10.875,9.375,8.812,2.42328
105.42,3.94,0.00087,186.46,186.46,10.25,10.875,9.375,8.812,2.45051
105.04,3.92,0.00103,186.48,186.48,10.25,10.875,9.375,8.812,2.47774
106.68,3.98,0.00099,186.5,186.5,10.25,10.875,9.375,8.812,2.50497
105.28,3.93,-0.00338,186.52,186.52,10.25,10.875,9.375,8.812,2.53219
106.54,3.98,0.00099,186.54,186.54,10.25,10.875,9.375,8.812,2.55942
106.68,3.98,0.00099,186.56,186.56,10.25,10.875,9.375,8.812,2.58665
107.54,4.01,-0.00027,186.58,186.58,10.25,10.875,9.375,8.812,2.61388
106.78,3.99,0.00099,186.6,186.6,10.25,10.875,9.375,8.812,2.6411
108.29,4.04,0.00087,186.62,186.62,10.25,11.312,9.375,8.812,2.66833
108.29,4.04,0.00091,186.64,186.64,10.25,11.312,9.375,8.812,2.69556
110.29,4.12,-0.00171,184.66,184.66,10.25,11.312,9.375,9.25,2.88267
110.16,4.11,0.00091,184.68,184.68,10.25,11.312,9.375,9.25,2.9099
111.29,4.15,0.00095,184.7,184.7,10.25,11.312,9.375,9.25,2.93712
111.55,4.16,-0.00148,184.72,184.72,10.25,11.312,9.375,9.25,2.96435
111.66,4.17,0.00095,184.74,184.74,10.25,11.312,9.375,9.25,2.99158
111.66,4.17,0.00087,184.76,184.76,10.25,10.875,9.375,9.25,3.01881
113.05,4.22,0.00091,184.78,184.78,10.25,10.875,9.375,9.25,3.04604
111.66,4.17,0.00095,184.8,184.8,10.25,10.875,9.375,8.812,3.07326
112.92,4.21,0.00091,184.82,184.82,10.25,10.875,9.438,8.812,3.10049
112.92,4.21,0.00087,184.84,184.84,10.25,10.875,9.438,8.812,3.12772
114.42,4.27,0.00087,184.86,184.86,10.25,10.875,9.438,8.812,3.15495
112.54,4.2,-0.00027,184.88,184.88,10.25,10.875,9.438,8.812,3.18217
114.18,4.26,0.00095,184.9,184.9,10.25,10.875,9.438,8.812,3.2094
114.18,4.26,0.00091,184.92,184.92,10.25,10.875,9.438,8.812,3.23663
114.29,4.27,0.00034,184.94,184.94,10.25,10.875,9.438,8.812,3.26386
114.29,4.27,0.00099,184.96,184.96,10.25,10.875,9.438,8.812,3.29108
115.65,4.32,0.00099,184.98,184.98,10.3125,10.875,9.438,8.812,3.31831
115.04,4.29,0.00103,185.0,185.0,10.3125,10.875,9.438,8.812,3.34554
117.05,4.37,0.00095,185.02,185.02,10.3125,10.875,9.438,8.812,3.37277
115.92,4.33,0.0008,185.04,185.04,10.3125,10.875,9.438,8.812,3.4
116.67,4.36,0.00099,185.06,185.06,10.3125,10.875,9.438,8.812,3.42723
116.4,4.34,0.00103,185.08,185.08,10.3125,10.875,9.438,8.812,3.45446
117.29,4.38,-0.00441,185.1,185.1,10.3125,10.875,9.438,8.812,3.48169
116.67,4.36,0.00099,185.12,185.12,10.3125,10.875,9.438,8.812,3.50891
117.42,4.38,0.00103,185.14,185.14,10.3125,10.875,9.438,8.812,3.53614
117.53,4.39,0.00023,185.16,185.16,10.3125,10.875,9.438,8.812,3.56337
118.28,4.42,0.00099,185.18,185.18,10.3125,10.875,9.438,8.812,3.5906
118.79,4.43,0.00106,185.2,185.2,10.3125,10.875,9.438,8.812,3.61782
118.28,4.42,0.00091,185.22,185.22,10.25,10.875,9.438,8.812,3.64505
119.4,4.46,0.00095,185.24,185.24,10.25,11.25,9.438,8.812,3.67228
119.67,4.47,-0.00011,185.26,185.26,10.25,11.25,9.438,8.812,3.69951
119.78,4.47,0.00099,185.28,185.28,10.25,11.25,9.438,8.875,3.72674
119.54,4.46,0.00091,185.3,185.3,10.25,11.25,9.438,8.875,3.75396
120.66,4.5,-0.00167,185.32,185.32,10.25,11.25,9.438,8.875,3.78119
120.9,4.51,0.00091,185.34,185.34,10.25,11.25,9.438,8.875,3.80842
121.17,4.52,0.00091,185.36,185.36,10.25,11.25,9.438,8.875,3.83565
121.28,4.53,0.00095,185.38,185.38,10.25,11.25,9.438,8.875,3.86288
120.9,4.51,0.00095,185.4,185.4,10.25,11.25,9.438,8.875,3.8901
121.04,4.52,0.00095,185.42,185.42,10.25,11.25,9.438,8.875,3.91733
122.67,4.58,0.00103,185.44,185.44,10.25,11.25,9.438,8.875,3.94456
122.54,4.57,0.00095,185.46,185.46,10.25,11.25,9.438,8.875,3.97179
123.42,4.61,-0.00091,185.48,185.48,10.25,11.25,9.438,8.875,3.99902
122.4,4.57,0.00099,185.5,185.5,10.25,11.25,9.438,8.875,4.02625
124.04,4.63,0.00099,185.52,185.52,10.25,11.25,9.438,8.812,4.05348
123.66,4.62,-0.00228,185.54,185.54,10.25,11.25,9.5,8.812,4.0807
123.8,4.62,0.00099,185.56,185.56,10.25,11.25,9.5,8.812,4.10793
123.66,4.62,0.00103,185.58,185.58,10.25,11.25,9.5,8.812,4.13516
124.04,4.63,0.00106,185.6,185.6,10.25,11.25,9.5,8.812,4.16239
124.04,4.63,0.00099,185.62,185.62,10.25,11.25,9.5,8.812,4.18962
125.4,4.68,0.00099,185.64,185.64,10.25,11.25,9.5,8.812,4.21684
125.3,4.68,0.00099,185.66,185.66,10.25,11.25,9.5,8.812,4.24407
125.67,4.69,0.00103,185.68,185.68,10.25,11.25,9.5,8.812,4.2713
126.05,4.71,0.00015,185.7,185.7,10.25,11.25,9.5,8.812,4.29853
127.41,4.76,0.00103,185.72,185.72,10.25,11.25,9.5,8.812,4.32576
126.66,4.73,0.00103,185.74,185.74,10.25,11.312,9.5,8.812,4.35299
127.41,4.76,-0.0003,185.76,185.76,10.25,11.312,9.5,8.812,4.38022
127.79,4.77,0.00091,185.78,185.78,10.25,11.312,9.375,8.812,4.40744
128.54,4.8,0.00091,185.8,185.8,10.25,11.312,9.375,8.812,4.43468
128.54,4.8,0.00087,185.82,185.82,10.25,11.312,9.375,8.812,4.4619
128.91,4.81,0.00099,185.84,185.84,10.25,11.312,9.375,8.812,4.48913
129.53,4.83,0.00027,185.86,185.86,10.25,11.312,9.375,8.812,4.51636
129.29,4.83,0.00095,185.88,185.88,10.25,11.312,9.375,8.812,4.54359
130.41,4.87,0.00091,185.9,185.9,10.25,11.312,9.375,8.812,4.57082
130.65,4.88,-0.00247,185.92,185.92,10.25,11.312,9.375,8.812,4.59804
130.79,4.88,0.00095,185.94,185.94,10.25,11.312,9.375,8.812,4.62527
130.9,4.89,0.00095,185.96,185.96,10.25,11.312,9.375,8.812,4.6525
132.4,4.94,0.00103,185.98,185.98,10.25,10.938,9.375,8.812,4.67973
131.16,4.9,0.00091,186.0,186.0,10.25,10.938,9.375,8.812,4.70695
132.66,4.95,0.00091,186.02,186.02,10.25,10.938,9.438,8.812,4.73418
132.66,4.95,0.00091,186.04,186.04,10.25,10.938,9.438,8.812,4.76141
133.15,4.97,0.00095,186.06,186.06,10.25,10.938,9.438,8.812,4.78864
132.53,4.95,0.00011,186.08,186.08,10.25,10.938,9.438,8.812,4.81587
134.78,5.03,0.00103,186.1,186.1,10.25,10.938,9.438,8.812,4.84309
134.65,5.03,0.00099,186.12,186.12,10.25,10.938,9.438,8.812,4.87032
134.54,5.02,-0.00209,186.14,186.14,10.25,10.938,9.438,8.812,4.89755
134.65,5.03,0.00099,186.16,186.16,10.25,10.938,9.438,8.812,4.92478
136.41,5.09,0.00091,186.18,186.18,10.25,10.938,9.438,8.812,4.952
136.04,5.08,0.00061,186.2,186.2,10.25,10.938,9.438,8.812,4.97923
136.79,5.11,0.00099,186.22,186.22,10.25,11.312,9.438,8.812,5.00646
136.9,5.11,0.00019,186.24,186.24,10.25,11.312,9.438,8.812,5.03369
137.16,5.12,0.00103,186.26,186.26,10.25,11.312,9.438,8.812,5.06091
137.91,5.15,0.00099,186.28,186.28,10.25,11.312,9.438,8.812,5.08814
138.77,5.18,-0.00118,186.3,186.3,10.25,11.312,9.438,8.812,5.11537
139.04,5.19,0.00091,186.32,186.32,10.25,11.312,9.438,8.812,5.1426
138.77,5.18,0.00095,186.34,186.34,10.25,11.312,9.438,8.812,5.16982
140.17,5.23,0.0008,186.36,186.36,10.25,11.312,9.438,8.812,5.19705
140.65,5.25,0.00099,186.38,186.38,10.25,11.312,9.438,8.812,5.22428
140.54,5.25,0.0008,186.4,186.4,10.25,11.312,9.438,8.812,5.25151
141.02,5.26,0.00068,186.42,186.42,10.25,11.312,9.438,8.812,5.27874
142.52,5.32,0.00095,186.44,186.44,10.25,11.312,9.438,8.812,5.30596
141.16,5.27,4e-05,186.46,186.46,10.25,11.312,9.438,8.812,5.33319
142.76,5.33,0.00091,186.48,186.48,10.25,11.312,9.438,8.812,5.36042
142.66,5.33,0.00095,186.5,186.5,10.25,11.312,9.5,8.812,5.38765
144.02,5.38,-0.00643,186.52,186.52,10.25,11.312,9.5,8.812,5.41487
143.03,5.34,0.00095,186.54,186.54,10.25,11.312,9.5,8.812,5.4421
144.53,5.39,0.00091,186.56,186.56,10.25,11.312,9.5,8.812,5.46933
144.26,5.38,0.00046,186.58,186.58,10.25,11.312,9.5,8.812,5.49656
144.77,5.4,0.00095,186.6,186.6,10.25,11.312,9.5,8.812,5.52379
144.4,5.39,0.00099,186.62,186.62,10.25,11.312,9.5,8.812,5.55101
146.65,5.47,0.00095,186.64,186.64,10.25,11.312,9.5,8.812,5.57824
148.28,5.54,0.00091,184.66,184.66,10.3125,11.25,9.5,8.812,5.77025
149.65,5.59,-0.0003,184.68,184.68,10.3125,11.25,9.5,8.812,5.79748
148.52,5.54,0.00087,184.7,184.7,10.3125,11.25,9.5,8.812,5.82471
150.02,5.6,0.00084,184.72,184.72,10.3125,11.25,9.5,8.812,5.85194
150.16,5.61,0.00091,184.74,184.74,10.3125,11.25,9.5,8.812,5.87917
150.4,5.61,0.00095,184.76,184.76,10.3125,11.25,9.5,8.812,5.9064
149.89,5.59,0.00076,184.78,184.78,10.3125,11.25,9.5,8.812,5.93362
151.9,5.67,0.00091,184.8,184.8,10.25,11.25,9.5,8.812,5.96085
150.77,5.63,0.00087,184.82,184.82,10.25,11.25,9.5,8.812,5.98808
151.77,5.67,-0.00141,184.84,184.84,10.25,11.312,9.5,8.812,6.01531
151.9,5.67,0.00091,184.86,184.86,10.25,11.312,9.5,8.812,6.04253
153.27,5.72,0.00087,184.88,184.88,10.25,11.312,9.438,8.812,6.06976
151.66,5.66,0.00065,184.9,184.9,10.25,11.312,9.438,8.812,6.09699
153.27,5.72,0.00091,184.92,184.92,10.25,11.312,9.438,8.812,6.12422
153.02,5.71,0.0008,184.94,184.94,10.25,11.312,9.438,8.812,6.15145
153.02,5.71,0.00084,184.96,184.96,10.25,11.312,9.438,8.812,6.17867
153.64,5.74,0.00091,184.98,184.98,10.25,11.312,9.438,8.812,6.2059
155.01,5.79,-0.00148,185.0,185.0,10.25,11.312,9.438,8.812,6.23313
154.15,5.75,0.00087,185.02,185.02,10.25,11.312,9.438,8.812,6.26036
154.77,5.78,0.00095,185.04,185.04,10.25,11.312,9.438,8.812,6.28758
154.9,5.78,-0.00049,185.06,185.06,10.25,11.312,9.438,8.812,6.31481
156.02,5.82,0.00091,185.08,185.08,10.25,10.938,9.438,8.812,6.34204
156.02,5.82,0.00095,185.1,185.1,10.25,10.938,9.438,8.812,6.36927
156.13,5.83,0.0008,185.12,185.12,10.25,10.938,9.438,8.812,6.39649
156.78,5.85,0.00095,185.14,185.14,10.25,10.938,9.438,8.812,6.42372
156.02,5.82,0.00087,185.16,185.16,10.25,10.938,9.438,8.812,6.45095
157.9,5.89,0.00099,185.18,185.18,10.25,10.938,9.438,8.812,6.47818
157.77,5.89,0.00091,185.2,185.2,10.25,10.938,9.438,8.812,6.50541
157.9,5.89,-0.00046,185.22,185.22,10.25,10.938,9.438,8.812,6.53264
157.63,5.88,0.00091,185.24,185.24,10.25,10.938,9.438,8.812,6.55986
159.4,5.95,0.00095,185.26,185.26,10.25,10.938,9.438,8.812,6.58709
159.78,5.96,-0.00087,185.28,185.28,10.25,10.938,9.438,8.812,6.61432
160.26,5.98,0.00091,185.3,185.3,10.25,10.938,9.438,8.812,6.64155
159.88,5.97,0.00072,185.32,185.32,10.25,11.312,9.438,8.812,6.66877
161.65,6.03,0.00084,185.34,185.34,10.25,11.312,9.438,8.812,6.696
160.15,5.98,0.00087,185.36,185.36,10.25,11.312,9.438,8.812,6.72323
161.76,6.04,0.00087,185.38,185.38,10.25,11.312,9.438,8.812,6.75046
162.03,6.05,0.00087,185.4,185.4,10.25,11.312,9.438,8.812,6.77769
162.27,6.06,0.00091,185.42,185.42,10.25,11.312,9.438,8.812,6.80491
162.13,6.05,-0.00076,185.44,185.44,10.25,11.312,9.438,8.812,6.83214
163.9,6.12,0.00099,185.46,185.46,10.25,11.312,9.438,8.812,6.85937
164.28,6.13,0.00091,185.48,185.48,10.25,11.312,9.438,8.812,6.8866
164.14,6.13,-0.00023,185.5,185.5,10.25,11.312,9.438,8.812,6.91382
164.52,6.14,0.00095,185.52,185.52,10.25,11.312,9.438,8.812,6.94105
165.88,6.19,0.00068,185.54,185.54,10.25,11.312,9.438,8.812,6.96828
165.88,6.19,0.00095,185.56,185.56,10.25,11.25,9.438,8.812,6.99551
166.63,6.22,0.00091,185.58,185.58,10.25,11.25,9.438,8.812,7.02274
166.53,6.22,0.00072,185.6,185.6,10.25,11.25,9.438,8.812,7.04996
166.53,6.22,0.00095,185.62,185.62,10.25,11.25,9.438,8.812,7.07719
168.0,6.27,0.00095,185.64,185.64,10.25,11.25,9.438,8.812,7.10442
168.64,6.29,-0.00087,185.66,185.66,10.25,11.25,9.438,8.812,7.13165
168.75,6.3,0.00087,185.68,185.68,10.25,11.25,9.438,8.812,7.15887
169.02,6.31,0.00091,185.7,185.7,10.25,11.25,9.438,8.812,7.1861
170.14,6.35,-0.00118,185.72,185.72,10.25,11.25,9.438,8.812,7.21333
170.76,6.37,0.00087,185.74,185.74,10.25,11.25,9.438,8.812,7.24056
171.27,6.39,0.00084,185.76,185.76,10.25,11.25,9.438,8.812,7.26779
171.27,6.39,0.00095,185.78,185.78,10.25,11.25,9.438,8.812,7.29501
172.5,6.44,0.00091,185.8,185.8,10.25,11.312,9.438,8.812,7.32224
171.51,6.4,-0.0003,185.82,185.82,10.25,11.312,9.438,8.812,7.34947
172.63,6.44,0.00095,185.84,185.84,10.25,11.312,9.438,8.812,7.3767
173.01,6.46,0.00099,185.86,185.86,10.25,11.312,9.438,8.812,7.40392
174.51,6.51,-0.00145,185.88,185.88,10.25,11.312,9.438,8.812,7.43115
173.25,6.47,0.00095,185.9,185.9,10.25,11.312,9.438,8.812,7.45838
175.39,6.55,0.00095,185.92,185.92,10.25,11.312,9.438,8.812,7.48561
175.26,6.54,0.00042,185.94,185.94,10.25,11.312,9.438,8.812,7.51284
176.63,6.59,0.00103,185.96,185.96,10.25,11.312,9.438,8.812,7.54006
176.01,6.57,0.00103,185.98,185.98,10.25,11.312,9.438,8.812,7.57129
176.39,6.58,0.00103,186.0,186.0,10.25,11.312,9.438,8.812,7.59852
176.39,6.58,0.00103,186.02,186.02,10.3125,11.312,9.438,8.812,7.62729
178.02,6.64,0.00099,186.04,186.04,10.3125,11.312,9.438,8.812,7.65452
177.75,6.63,0.00103,186.06,186.06,10.3125,11.312,9.438,8.875,7.68175
179.01,6.68,0.00087,186.08,186.08,10.3125,11.312,9.438,8.875,7.70898
179.52,6.7,0.00095,186.1,186.1,10.3125,11.312,9.438,8.875,7.7393
179.87,6.71,-0.00118,186.12,186.12,10.3125,11.312,9.438,8.875,7.76653
180.0,6.72,0.00099,186.14,186.14,10.3125,11.312,9.438,8.875,7.79376
180.14,6.72,0.00095,186.16,186.16,10.3125,11.312,9.438,8.875,7.82099
181.5,6.78,-0.00357,186.18,186.18,10.3125,11.312,9.438,8.875,7.84822
180.51,6.74,0.00087,186.2,186.2,10.3125,11.312,9.438,8.875,7.87545
182.12,6.8,0.00095,186.22,186.22,10.3125,11.312,9.438,8.875,7.90268
182.25,6.8,0.00076,186.24,186.24,10.3125,11.312,9.438,8.875,7.9299
182.63,6.82,0.00091,186.26,186.26,10.3125,11.312,9.438,8.875,7.95713
182.76,6.82,0.00091,186.28,186.28,10.3125,11.312,9.438,8.875,7.98436
184.37,6.88,0.00095,186.3,186.3,10.3125,11.312,9.438,8.812,8.01159
183.51,6.85,0.00095,186.32,186.32,10.3125,11.312,9.438,8.812,8.03881
184.74,6.9,-0.00103,186.34,186.34,10.3125,11.312,9.438,8.812,8.06604
184.64,6.89,0.00087,186.36,186.36,10.3125,11.312,9.438,8.812,8.09327
186.24,6.95,0.00095,186.38,186.38,10.3125,11.312,9.438,8.812,8.1205
185.49,6.92,-0.00525,186.4,186.4,10.3125,11.312,9.438,8.812,8.14773
186.89,6.98,0.0008,186.42,186.42,10.3125,11.312,9.438,8.812,8.17495
186.51,6.96,0.00084,186.44,186.44,10.3125,11.312,9.438,8.812,8.20218
186.89,6.98,0.00053,186.46,186.46,10.3125,11.312,9.438,8.812,8.22941
188.39,7.03,0.00084,186.48,186.48,10.3125,11.312,9.438,8.812,8.25664
188.87,7.05,0.00084,186.5,186.5,10.25,11.312,9.438,8.812,8.28386
189.24,7.06,0.0008,186.52,186.52,10.25,10.938,9.438,8.812,8.31109
189.14,7.06,0.00084,186.54,186.54,10.25,10.938,9.438,8.812,8.33832
190.37,7.11,-0.00224,186.56,186.56,10.25,10.938,9.438,8.812,8.36555
190.88,7.12,0.00084,186.58,186.58,10.25,10.938,9.438,8.812,8.39278
191.49,7.15,0.00084,186.6,186.6,10.25,10.938,9.438,8.812,8.42
191.49,7.15,0.00038,186.62,186.62,10.25,10.938,9.438,8.812,8.44723
192.75,7.2,0.00087,186.64,186.64,10.25,10.938,9.438,8.812,8.47446
195.75,7.31,0.00087,184.66,184.66,10.25,10.938,9.438,8.812,8.62817
194.74,7.27,0.00084,184.68,184.68,10.25,10.938,9.438,8.812,8.6554
196.75,7.34,-0.0008,184.7,184.7,10.25,10.938,9.438,8.875,8.68263
196.61,7.34,0.00087,184.72,184.72,10.25,10.938,9.438,8.875,8.70985
196.37,7.33,0.0008,184.74,184.74,10.25,10.938,9.438,8.875,8.73708
196.5,7.33,-0.00049,184.76,184.76,10.25,10.938,9.438,8.875,8.76431
198.11,7.39,0.00087,184.78,184.78,10.25,10.938,9.438,8.875,8.79154
196.88,7.35,0.00087,184.8,184.8,10.25,10.938,9.438,8.875,8.81877
198.38,7.41,0.00068,184.82,184.82,10.25,10.938,9.438,8.875,8.84599
198.49,7.41,0.00091,184.84,184.84,10.25,10.938,9.438,8.875,8.87322
198.76,7.42,0.00015,184.86,184.86,10.25,10.938,9.438,8.875,8.90045
199.0,7.43,0.00099,184.88,184.88,10.25,10.938,9.438,8.875,8.92768
199.99,7.46,0.00091,184.9,184.9,10.25,10.938,9.438,8.875,8.9549
199.88,7.46,-0.00335,184.92,184.92,10.25,11.25,9.438,8.875,8.98213
200.5,7.48,0.00095,184.94,184.94,10.25,11.25,9.438,8.812,9.00936
200.26,7.47,0.00095,184.96,184.96,10.25,11.25,9.438,8.812,9.03659
202.0,7.54,0.00046,184.98,184.98,10.25,11.25,9.438,8.812,9.06381
201.11,7.51,0.00087,185.0,185.0,10.25,11.25,9.438,8.812,9.09104
201.86,7.54,0.00114,185.02,185.02,10.25,11.25,9.438,8.812,9.11827
202.61,7.56,0.00087,185.04,185.04,10.25,11.25,9.438,8.812,9.1455
202.24,7.55,0.00084,185.06,185.06,10.25,11.25,9.438,8.812,9.17272
203.5,7.6,0.00053,185.08,185.08,10.25,11.25,9.438,8.812,9.19995
203.87,7.61,0.00084,185.1,185.1,10.25,11.25,9.438,8.812,9.22718
204.01,7.62,0.00076,185.12,185.12,10.25,11.25,9.438,8.812,9.25441
204.01,7.62,-0.00122,185.14,185.14,10.3125,11.25,9.438,8.812,9.28164
205.37,7.67,0.00084,185.16,185.16,10.3125,11.25,9.438,8.812,9.30886
205.61,7.67,0.00087,185.18,185.18,10.3125,11.25,9.438,8.812,9.33609
205.85,7.68,-0.00015,185.2,185.2,10.3125,11.25,9.438,8.812,9.36332
205.61,7.67,0.00087,185.22,185.22,10.3125,11.25,9.438,8.812,9.39055
